time,frequency,confidence
0.000,1580.099,0.355606
0.010,526.910,0.535719
0.020,528.859,0.725431
0.030,530.205,0.710887
0.040,528.610,0.715635
0.050,527.282,0.740720
0.060,524.739,0.880409
0.070,525.458,0.909635
0.080,524.615,0.911030
0.090,522.349,0.885906
0.100,518.603,0.932857
0.110,519.856,0.931238
0.120,522.160,0.928397
0.130,523.341,0.915082
0.140,524.702,0.919075
0.150,523.980,0.923366
0.160,524.161,0.886754
0.170,524.206,0.836044
0.180,525.153,0.765913
0.190,525.658,0.640320
0.200,527.682,0.639008
0.210,529.899,0.495394
0.220,532.136,0.267974
0.230,533.289,0.277291
0.240,537.064,0.204868
0.250,536.093,0.206268
0.260,538.406,0.090019
0.270,549.484,0.165459
0.280,553.910,0.114287
0.290,355.765,0.109856
0.300,446.748,0.131332
0.310,445.318,0.663836
0.320,442.864,0.876380
0.330,440.022,0.936263
0.340,438.684,0.924694
0.350,437.588,0.944830
0.360,438.735,0.927593
0.370,439.762,0.948592
0.380,440.710,0.954191
0.390,440.601,0.939500
0.400,440.506,0.920305
0.410,440.123,0.908873
0.420,440.277,0.941758
0.430,440.873,0.965321
0.440,440.590,0.968439
0.450,440.400,0.963204
0.460,440.245,0.961531
0.470,440.050,0.955561
0.480,440.439,0.948562
0.490,440.347,0.940486
0.500,440.431,0.943280
0.510,440.225,0.956285
0.520,439.867,0.954748
0.530,439.724,0.959092
0.540,439.422,0.959872
0.550,439.494,0.962441
0.560,439.840,0.968593
0.570,440.035,0.967798
0.580,440.347,0.966792
0.590,439.945,0.965296
0.600,439.843,0.963755
0.610,440.161,0.967739
0.620,440.486,0.974470
0.630,440.743,0.975843
0.640,440.481,0.976133
0.650,440.354,0.976269
0.660,440.364,0.976559
0.670,440.371,0.975344
0.680,440.453,0.976402
0.690,440.286,0.975593
0.700,440.174,0.974147
0.710,440.223,0.975617
0.720,440.232,0.975197
0.730,440.382,0.976280
0.740,440.442,0.977108
0.750,440.396,0.977356
0.760,440.360,0.977123
0.770,440.150,0.974721
0.780,440.286,0.975856
0.790,440.355,0.976892
0.800,440.423,0.978346
0.810,440.456,0.978446
0.820,440.251,0.977058
0.830,440.379,0.977465
0.840,440.258,0.976909
0.850,440.301,0.977952
0.860,440.342,0.978803
0.870,440.314,0.977599
0.880,440.375,0.978706
0.890,440.371,0.977397
0.900,440.409,0.979426
0.910,440.546,0.980067
0.920,440.460,0.980394
0.930,440.542,0.980806
0.940,440.343,0.978470
0.950,440.331,0.979231
0.960,440.323,0.978991
0.970,440.310,0.979031
0.980,440.543,0.980886
0.990,440.430,0.980330
1.000,440.366,0.979724
1.010,440.299,0.979029
1.020,440.231,0.978116
1.030,440.435,0.979481
1.040,440.352,0.978938
1.050,440.337,0.979252
1.060,440.363,0.978970
1.070,440.230,0.978470
1.080,440.521,0.979055
1.090,440.421,0.978612
1.100,440.470,0.979599
1.110,440.251,0.977111
1.120,440.243,0.977096
1.130,440.448,0.977960
1.140,440.436,0.978362
1.150,440.535,0.979177
1.160,440.457,0.978141
1.170,440.244,0.976403
1.180,440.313,0.976219
1.190,440.314,0.976482
1.200,440.376,0.976348
1.210,440.255,0.975559
1.220,440.209,0.974925
1.230,440.129,0.976364
1.240,440.114,0.975686
1.250,439.998,0.974251
1.260,439.873,0.971489
1.270,440.060,0.973926
1.280,440.115,0.974705
1.290,440.058,0.971399
1.300,440.274,0.964420
1.310,440.298,0.952484
1.320,440.199,0.896654
