time,frequency,confidence
0.000,32.697,0.045584
0.010,604.533,0.074996
0.020,634.122,0.080145
0.030,129.699,0.065188
0.040,263.596,0.061946
0.050,32.485,0.057955
0.060,32.434,0.317580
0.070,32.466,0.347945
0.080,261.295,0.193095
0.090,32.766,0.102460
0.100,32.604,0.058253
0.110,32.695,0.178980
0.120,32.777,0.173362
0.130,261.514,0.130006
0.140,261.671,0.102604
0.150,32.760,0.049870
0.160,32.863,0.014285
0.170,1224.775,0.013143
0.180,33.184,0.036832
0.190,32.641,0.125131
0.200,32.578,0.083470
0.210,32.563,0.054884
0.220,260.662,0.078938
0.230,260.693,0.145913
0.240,261.540,0.063620
0.250,259.770,0.050458
0.260,32.238,0.240568
0.270,32.192,0.052874
0.280,32.514,0.184245
0.290,259.993,0.226118
0.300,259.017,0.266406
0.310,258.334,0.046724
0.320,1234.907,0.025046
0.330,1237.988,0.021661
0.340,1176.643,0.025542
0.350,1164.093,0.021418
0.360,588.918,0.040773
0.370,1173.833,0.036112
0.380,178.060,0.038860
0.390,242.749,0.067901
0.400,634.136,0.079527
0.410,658.490,0.071091
0.420,1021.079,0.023037
0.430,881.590,0.042160
0.440,879.156,0.027904
0.450,1854.057,0.010063
0.460,32.514,0.006543
0.470,32.119,0.018079
0.480,49.535,0.019811
0.490,32.117,0.016129
0.500,1965.308,0.020478
0.510,1898.559,0.027187
0.520,1329.654,0.009017
0.530,47.556,0.042377
0.540,1452.403,0.016098
0.550,1438.767,0.017440
0.560,1333.004,0.011269
0.570,1382.652,0.020429
0.580,34.894,0.024084
0.590,32.270,0.002622
0.600,32.304,0.006747
0.610,32.567,0.003608
0.620,38.723,0.013576
0.630,1230.269,0.014995
0.640,54.528,0.009186
0.650,1876.896,0.009087
0.660,1397.619,0.009125
0.670,1319.326,0.009667
0.680,1319.325,0.007421
0.690,32.065,0.005431
0.700,1422.868,0.004944
0.710,1030.041,0.030962
0.720,1028.659,0.026646
0.730,587.349,0.023893
0.740,96.007,0.034079
0.750,630.937,0.046814
0.760,176.974,0.056418
0.770,646.542,0.078920
0.780,660.264,0.048471
0.790,659.643,0.019034
0.800,1208.721,0.020915
0.810,1965.899,0.006351
0.820,1963.677,0.004079
0.830,32.216,0.003349
0.840,1427.962,0.006944
0.850,1421.114,0.007996
0.860,1327.202,0.012493
0.870,1379.394,0.020005
0.880,1965.188,0.013851
0.890,1970.309,0.012794
0.900,1194.054,0.005553
0.910,1237.265,0.005386
0.920,33.430,0.007744
0.930,32.935,0.016784
0.940,32.791,0.012739
0.950,1185.222,0.006477
0.960,1212.263,0.007407
0.970,1323.890,0.008290
0.980,1445.218,0.012956
0.990,32.365,0.008508
1.000,1087.240,0.010852
1.010,1097.768,0.013077
1.020,32.431,0.011036
1.030,32.126,0.016923
1.040,32.211,0.011287
1.050,32.391,0.011961
1.060,1873.669,0.017264
1.070,1852.328,0.016323
1.080,1878.437,0.032290
1.090,1163.955,0.044574
1.100,1042.305,0.052113
1.110,35.978,0.074786
1.120,595.585,0.038524
1.130,595.559,0.062514
1.140,598.694,0.077253
1.150,622.909,0.086432
1.160,656.010,0.065069
1.170,399.144,0.052137
1.180,942.993,0.028370
1.190,1442.981,0.004988
1.200,1850.387,0.003537
1.210,32.284,0.008538
1.220,1912.338,0.006672
1.230,32.299,0.007310
1.240,1290.062,0.007080
1.250,33.311,0.009317
1.260,1073.822,0.003843
1.270,1226.272,0.002218
1.280,1225.424,0.005446
1.290,32.241,0.004620
1.300,32.205,0.087720
1.310,32.279,0.036088
1.320,32.136,0.019582
1.330,32.100,0.014536
1.340,54.279,0.011446
1.350,51.480,0.026506
1.360,975.188,0.009104
1.370,55.546,0.018084
1.380,1893.041,0.009407
1.390,1332.037,0.006826
1.400,1332.320,0.015958
1.410,1331.156,0.016807
1.420,33.057,0.022031
1.430,32.871,0.025622
1.440,950.812,0.010510
1.450,1393.896,0.027464
1.460,1179.006,0.030473
1.470,1166.138,0.038043
1.480,1162.713,0.043179
1.490,257.444,0.036525
1.500,304.877,0.068224
1.510,330.276,0.119566
1.520,323.088,0.106785
1.530,326.511,0.100053
1.540,881.638,0.030091
1.550,1765.363,0.010768
1.560,32.152,0.006530
1.570,32.135,0.012731
1.580,1779.871,0.009811
1.590,1925.849,0.010717
1.600,1254.168,0.028769
1.610,1969.770,0.027900
1.620,1974.291,0.017253
1.630,1977.477,0.018422
1.640,32.154,0.024368
1.650,32.056,0.067905
1.660,1434.661,0.018050
1.670,1321.319,0.013474
1.680,32.096,0.005747
1.690,1467.069,0.008502
1.700,1305.836,0.007545
1.710,1324.102,0.017448
1.720,1317.382,0.009153
1.730,1228.213,0.007283
1.740,1848.101,0.017934
1.750,1852.008,0.024893
1.760,33.911,0.068498
1.770,948.892,0.015233
1.780,1911.891,0.011015
1.790,54.940,0.030601
1.800,54.743,0.179946
1.810,1890.294,0.033597
1.820,1894.096,0.075998
1.830,202.700,0.024424
1.840,195.920,0.056295
1.850,194.643,0.025296
1.860,190.207,0.028642
1.870,598.571,0.085880
1.880,596.623,0.093616
1.890,304.780,0.066815
1.900,651.006,0.054564
1.910,952.388,0.008577
1.920,32.230,0.007697
1.930,1878.125,0.012358
1.940,1967.647,0.042307
1.950,1967.357,0.045229
1.960,1227.539,0.016228
1.970,1968.492,0.012271
1.980,1238.812,0.006018
1.990,32.135,0.004093
2.000,1085.642,0.005997
2.010,1215.634,0.005900
2.020,1230.270,0.009774
2.030,1879.623,0.005370
2.040,372.561,0.012090
2.050,936.068,0.009724
2.060,371.533,0.010200
2.070,1410.426,0.019809
2.080,1339.087,0.024674
2.090,32.334,0.023068
2.100,118.510,0.004176
2.110,232.167,0.015499
2.120,32.338,0.005677
2.130,32.210,0.006591
2.140,32.232,0.019227
2.150,1306.141,0.026371
2.160,32.661,0.010530
2.170,32.314,0.013980
2.180,958.985,0.024499
2.190,954.033,0.039345
2.200,290.683,0.053718
2.210,1859.986,0.029694
2.220,1164.231,0.068670
2.230,32.473,0.041584
2.240,601.353,0.065875
2.250,599.931,0.085368
2.260,658.844,0.095251
2.270,662.200,0.079354
2.280,665.399,0.049285
2.290,32.990,0.022043
2.300,33.034,0.035314
2.310,33.403,0.012459
2.320,1107.255,0.015261
2.330,1180.498,0.012608
2.340,1194.126,0.014532
2.350,1184.173,0.013237
2.360,1196.948,0.012358
2.370,1216.507,0.009920
2.380,33.288,0.008315
2.390,978.194,0.007192
2.400,32.178,0.010825
2.410,32.288,0.009836
2.420,33.454,0.034752
2.430,33.323,0.008538
2.440,1233.780,0.004432
2.450,1234.070,0.003180
2.460,865.895,0.004310
2.470,880.080,0.012533
2.480,878.312,0.011020
2.490,1252.287,0.004584
2.500,32.359,0.009994
2.510,48.259,0.029052
2.520,48.804,0.041733
2.530,981.703,0.018174
2.540,982.031,0.017187
2.550,1972.654,0.010467
2.560,1422.199,0.016250
2.570,713.513,0.028584
2.580,1164.525,0.026779
2.590,1172.235,0.040766
2.600,595.752,0.039381
2.610,603.675,0.059931
2.620,660.267,0.060663
2.630,332.144,0.076783
2.640,659.991,0.041837
2.650,1284.270,0.011333
2.660,53.258,0.012183
2.670,33.894,0.009662
2.680,1176.874,0.034826
2.690,1178.693,0.076746
2.700,1191.928,0.006970
2.710,32.830,0.004594
2.720,33.427,0.009194
2.730,32.903,0.047998
2.740,1173.418,0.013227
2.750,1321.410,0.015910
2.760,1323.800,0.018039
2.770,1966.674,0.016243
2.780,1896.390,0.006461
2.790,52.353,0.028550
2.800,32.918,0.014195
2.810,32.882,0.015811
2.820,33.173,0.023724
2.830,1183.006,0.011698
2.840,33.286,0.009975
2.850,32.413,0.005542
2.860,52.221,0.007725
2.870,1056.917,0.010306
2.880,33.124,0.011737
2.890,32.778,0.157185
2.900,32.578,0.025679
2.910,32.135,0.006934
2.920,1961.744,0.018043
2.930,1217.008,0.020597
2.940,1198.794,0.031794
2.950,1182.863,0.039041
2.960,1175.354,0.035021
2.970,81.600,0.023605
2.980,81.618,0.040669
2.990,81.837,0.089510
3.000,177.781,0.054365
3.010,327.599,0.045776
3.020,948.697,0.033127
3.030,1163.205,0.061002
3.040,1180.097,0.035249
3.050,1845.966,0.011029
3.060,1165.961,0.002723
