time,frequency,confidence
0.000,624.899,0.711758
0.010,623.748,0.899442
0.020,622.432,0.943617
0.030,623.525,0.964672
0.040,623.587,0.944558
0.050,624.839,0.930497
0.060,626.275,0.906601
0.070,628.953,0.774776
0.080,633.273,0.394716
0.090,360.907,0.149488
0.100,351.159,0.182389
0.110,241.035,0.054563
0.120,989.814,0.058222
0.130,46.950,0.140669
0.140,442.038,0.348843
0.150,488.876,0.367449
0.160,440.927,0.404119
0.170,247.709,0.421509
0.180,494.158,0.565557
0.190,494.035,0.635120
0.200,494.557,0.625906
0.210,493.151,0.763687
0.220,494.176,0.841332
0.230,493.798,0.887784
0.240,494.757,0.892793
0.250,494.567,0.919605
0.260,494.789,0.907439
0.270,494.548,0.927840
0.280,494.508,0.932782
0.290,494.768,0.952758
0.300,494.232,0.956554
0.310,493.787,0.958840
0.320,493.584,0.948234
0.330,493.885,0.955949
0.340,493.920,0.957824
0.350,494.119,0.966596
0.360,494.108,0.959208
0.370,494.354,0.962956
0.380,494.289,0.961813
0.390,494.486,0.954777
0.400,495.110,0.949666
0.410,495.092,0.920565
0.420,494.919,0.941007
0.430,494.404,0.928241
0.440,494.490,0.894643
0.450,495.269,0.861619
0.460,496.048,0.867523
0.470,495.869,0.893344
0.480,495.655,0.906435
0.490,495.429,0.909509
0.500,495.031,0.941296
0.510,494.733,0.942004
0.520,494.391,0.945675
0.530,494.171,0.959197
0.540,494.224,0.960103
0.550,494.825,0.965324
0.560,494.544,0.965895
0.570,494.513,0.968364
0.580,494.595,0.969926
0.590,494.483,0.971083
0.600,494.199,0.973577
0.610,493.927,0.974038
0.620,493.841,0.972817
0.630,494.048,0.971734
0.640,494.689,0.967750
0.650,495.405,0.950896
0.660,494.278,0.884252
0.670,493.055,0.793058
0.680,492.010,0.548165
0.690,492.259,0.153312
0.700,489.741,0.101630
0.710,405.789,0.424459
0.720,412.959,0.596166
0.730,414.174,0.778211
0.740,416.123,0.854580
0.750,415.907,0.897797
0.760,415.798,0.939854
0.770,415.014,0.941029
0.780,414.547,0.932627
0.790,414.691,0.930969
0.800,414.999,0.941176
0.810,415.450,0.942499
0.820,415.493,0.946405
0.830,415.493,0.951307
0.840,415.301,0.953014
0.850,415.338,0.951140
0.860,415.247,0.948657
0.870,415.073,0.944261
0.880,415.140,0.944427
0.890,415.398,0.945136
0.900,415.169,0.942577
0.910,415.209,0.921428
0.920,415.975,0.913544
0.930,415.976,0.877009
0.940,416.085,0.846880
0.950,414.556,0.831970
0.960,415.703,0.835259
0.970,415.391,0.699729
0.980,496.454,0.547637
0.990,496.766,0.714300
1.000,497.965,0.760616
1.010,497.634,0.680882
1.020,496.750,0.789967
1.030,495.684,0.850973
1.040,495.757,0.948693
1.050,495.737,0.960542
1.060,495.338,0.963216
1.070,495.134,0.962234
1.080,495.128,0.959180
1.090,495.728,0.948735
1.100,495.659,0.955583
1.110,495.570,0.953163
1.120,495.181,0.953433
1.130,495.056,0.946560
1.140,494.647,0.945742
1.150,494.132,0.930144
1.160,494.019,0.927650
1.170,494.449,0.927514
1.180,495.071,0.923075
1.190,494.950,0.922822
1.200,495.067,0.928876
1.210,495.184,0.942581
1.220,494.983,0.946704
1.230,494.910,0.938759
1.240,495.009,0.934778
1.250,495.199,0.940286
1.260,495.438,0.940164
1.270,495.560,0.929181
1.280,495.047,0.923603
1.290,495.115,0.930658
1.300,495.385,0.943696
1.310,495.150,0.950206
1.320,494.756,0.950304
1.330,494.475,0.944396
1.340,494.701,0.947554
1.350,495.328,0.944423
1.360,495.260,0.941533
1.370,494.978,0.944468
1.380,495.122,0.951361
1.390,494.665,0.952324
1.400,494.275,0.951255
1.410,494.308,0.942423
1.420,494.032,0.910177
1.430,491.925,0.829134
1.440,493.885,0.546709
1.450,411.746,0.566318
1.460,413.712,0.720350
1.470,414.958,0.840944
1.480,415.830,0.891156
1.490,415.721,0.918721
1.500,415.245,0.936279
1.510,414.502,0.925846
1.520,414.442,0.919629
1.530,414.955,0.925649
1.540,415.518,0.937238
1.550,415.691,0.946807
1.560,415.434,0.946921
1.570,415.308,0.948575
1.580,415.362,0.944447
1.590,415.307,0.943986
1.600,415.283,0.942701
1.610,415.292,0.943348
1.620,415.275,0.945111
1.630,415.370,0.947412
1.640,415.677,0.951269
1.650,415.666,0.953852
1.660,415.514,0.950261
1.670,415.146,0.947393
1.680,415.041,0.944409
1.690,415.120,0.947720
1.700,415.297,0.951593
1.710,415.445,0.954181
1.720,415.428,0.954913
1.730,415.310,0.953021
1.740,415.223,0.951429
1.750,415.254,0.951571
1.760,415.203,0.952353
1.770,415.323,0.952293
1.780,415.168,0.944817
1.790,415.177,0.943862
1.800,415.248,0.950628
1.810,415.249,0.949373
1.820,415.157,0.947920
1.830,415.203,0.947631
1.840,415.281,0.951313
1.850,415.375,0.951393
1.860,415.405,0.952534
1.870,415.343,0.948914
1.880,415.268,0.946784
1.890,415.125,0.944760
1.900,415.267,0.946383
1.910,415.205,0.943593
1.920,415.283,0.943599
1.930,415.258,0.947006
1.940,415.186,0.944824
1.950,415.172,0.945242
1.960,415.107,0.945252
1.970,415.117,0.947580
1.980,415.122,0.944153
1.990,415.163,0.948447
2.000,415.216,0.947514
2.010,415.179,0.945188
2.020,415.031,0.944122
2.030,415.227,0.940295
2.040,415.104,0.932471
2.050,415.108,0.915078
2.060,415.583,0.898770
2.070,417.552,0.823677
2.080,420.270,0.578140
2.090,433.503,0.479159
2.100,432.982,0.552697
2.110,427.546,0.597287
2.120,429.797,0.556842
2.130,426.468,0.464860
2.140,433.784,0.418301
2.150,434.120,0.545984
2.160,439.249,0.500329
2.170,439.463,0.594339
2.180,440.702,0.636756
2.190,440.108,0.603798
2.200,440.381,0.615616
2.210,441.873,0.729902
2.220,443.748,0.571073
2.230,491.507,0.639115
2.240,494.096,0.714963
2.250,494.265,0.811854
2.260,494.612,0.807334
2.270,494.369,0.836212
2.280,493.881,0.832114
2.290,493.256,0.813423
2.300,493.846,0.835961
2.310,493.801,0.864168
2.320,494.505,0.870739
2.330,494.461,0.888383
2.340,494.916,0.883319
2.350,495.158,0.887893
2.360,495.172,0.884289
2.370,495.341,0.874112
2.380,495.670,0.874891
2.390,495.538,0.890264
2.400,495.096,0.906787
2.410,494.982,0.912046
2.420,494.833,0.911443
2.430,494.830,0.909188
2.440,495.064,0.907773
2.450,495.270,0.906367
2.460,495.204,0.894215
2.470,495.307,0.900337
2.480,495.190,0.909747
2.490,495.022,0.930011
2.500,494.704,0.931458
2.510,494.501,0.935621
2.520,494.872,0.939276
2.530,495.401,0.934186
2.540,495.076,0.932043
2.550,494.870,0.931466
2.560,494.861,0.937104
2.570,494.509,0.947976
2.580,494.397,0.946736
2.590,494.257,0.945751
2.600,494.047,0.944684
2.610,494.186,0.942755
2.620,494.566,0.943901
2.630,494.791,0.939120
2.640,495.203,0.941092
2.650,495.271,0.937397
2.660,494.552,0.930880
2.670,493.976,0.904397
2.680,493.510,0.854786
2.690,491.887,0.812776
2.700,490.894,0.520457
2.710,400.793,0.382003
2.720,410.569,0.321790
2.730,413.375,0.680692
2.740,415.352,0.830193
2.750,414.882,0.882020
2.760,414.409,0.899373
2.770,413.979,0.928007
2.780,414.119,0.925831
2.790,414.580,0.920796
2.800,415.246,0.935342
2.810,415.495,0.946561
2.820,415.587,0.946918
2.830,415.271,0.950392
2.840,415.338,0.948043
2.850,415.242,0.947498
2.860,415.168,0.941802
2.870,415.044,0.938814
2.880,414.910,0.917165
2.890,415.237,0.925849
2.900,415.261,0.906453
2.910,415.624,0.886662
2.920,415.808,0.830436
2.930,416.303,0.615665
2.940,412.690,0.439451
2.950,496.145,0.568374
2.960,496.501,0.891619
2.970,495.941,0.940887
2.980,493.248,0.923680
2.990,493.630,0.928275
3.000,494.711,0.928704
3.010,496.447,0.912767
3.020,496.038,0.833026
3.030,495.030,0.836348
3.040,495.354,0.898000
3.050,495.570,0.920549
3.060,496.245,0.959695
3.070,495.834,0.967225
3.080,495.416,0.966768
3.090,495.373,0.967111
3.100,495.174,0.962858
3.110,495.145,0.968478
3.120,495.091,0.893238
3.130,331.866,0.575318
3.140,332.020,0.674574
3.150,330.041,0.763409
3.160,329.747,0.758155
3.170,329.598,0.764041
3.180,329.792,0.776854
3.190,330.925,0.813053
3.200,331.577,0.701816
3.210,330.931,0.695842
3.220,329.768,0.721477
3.230,329.969,0.735041
3.240,330.329,0.677960
3.250,164.971,0.551672
3.260,330.062,0.574432
3.270,330.499,0.752484
3.280,330.371,0.712815
3.290,330.267,0.735116
3.300,330.518,0.790898
3.310,330.564,0.807615
3.320,330.837,0.829527
3.330,330.902,0.810154
3.340,331.028,0.800001
3.350,330.801,0.814135
3.360,330.335,0.825096
3.370,330.246,0.879879
3.380,330.360,0.868789
3.390,329.917,0.808781
3.400,330.082,0.791767
3.410,330.529,0.826657
3.420,330.406,0.851508
3.430,330.596,0.872367
3.440,330.668,0.875817
3.450,330.500,0.873522
3.460,330.545,0.839641
3.470,330.257,0.800958
3.480,329.584,0.772037
3.490,329.298,0.657052
3.500,329.633,0.493431
3.510,330.548,0.683740
3.520,329.957,0.514099
3.530,326.524,0.126770
3.540,444.336,0.560291
3.550,442.461,0.887291
3.560,439.971,0.932071
3.570,438.454,0.926990
3.580,437.820,0.936837
3.590,438.881,0.895439
3.600,440.119,0.937278
3.610,440.501,0.941011
3.620,440.542,0.940630
3.630,440.401,0.921003
3.640,440.612,0.924353
3.650,440.913,0.943551
3.660,441.108,0.961520
3.670,440.642,0.965487
3.680,440.232,0.958709
3.690,440.502,0.962278
3.700,440.356,0.957855
3.710,440.306,0.938438
3.720,440.588,0.937585
3.730,440.271,0.932835
3.740,440.267,0.945531
3.750,439.922,0.957308
3.760,439.642,0.957510
3.770,439.652,0.963983
3.780,439.413,0.961288
3.790,439.813,0.965983
3.800,440.056,0.965999
3.810,440.123,0.964991
3.820,439.903,0.964133
3.830,439.825,0.964783
3.840,440.211,0.970121
3.850,440.595,0.974031
3.860,440.651,0.975966
3.870,440.559,0.974541
3.880,440.133,0.968214
3.890,440.096,0.962941
3.900,440.048,0.953567
3.910,439.978,0.941654
3.920,439.354,0.871973
3.930,438.308,0.662803
3.940,416.883,0.495458
3.950,416.404,0.787320
3.960,418.090,0.830345
3.970,416.868,0.896885
