time,frequency,confidence
0.000,660.585,0.024747
0.010,32.284,0.019746
0.020,348.079,0.008675
0.030,345.967,0.022504
0.040,32.184,0.037027
0.050,32.218,0.017677
0.060,32.242,0.016966
0.070,1316.475,0.002607
0.080,1204.620,0.002726
0.090,32.240,0.012852
0.100,355.392,0.043554
0.110,355.965,0.024420
0.120,355.007,0.011763
0.130,32.569,0.010207
0.140,1329.655,0.005080
0.150,56.036,0.008381
0.160,1337.343,0.009946
0.170,1324.874,0.013004
0.180,1325.260,0.012621
0.190,54.659,0.006678
0.200,32.085,0.014791
0.210,55.668,0.008594
0.220,61.584,0.041351
0.230,55.473,0.015007
0.240,543.021,0.048909
0.250,550.050,0.155979
0.260,277.221,0.340580
0.270,269.086,0.419018
0.280,264.294,0.687131
0.290,263.508,0.866820
0.300,262.662,0.936935
0.310,262.056,0.957172
0.320,261.726,0.959088
0.330,261.714,0.962426
0.340,261.733,0.966036
0.350,262.092,0.969141
0.360,262.195,0.970151
0.370,262.242,0.967902
0.380,262.005,0.967393
0.390,261.951,0.969994
0.400,261.499,0.962371
0.410,261.349,0.957616
0.420,261.216,0.951541
0.430,261.392,0.959985
0.440,261.666,0.964545
0.450,261.563,0.961275
0.460,261.605,0.961654
0.470,261.604,0.957209
0.480,261.674,0.967199
0.490,261.788,0.966863
0.500,261.695,0.967794
0.510,261.660,0.966517
0.520,261.570,0.965615
0.530,261.600,0.968150
0.540,261.665,0.970158
0.550,261.803,0.968257
0.560,261.760,0.970504
0.570,261.888,0.969861
0.580,261.828,0.973267
0.590,261.990,0.972826
0.600,261.945,0.971189
0.610,262.002,0.974113
0.620,262.031,0.973806
0.630,262.018,0.973269
0.640,261.920,0.972234
0.650,261.833,0.969790
0.660,261.826,0.971394
0.670,261.857,0.970569
0.680,261.879,0.968697
0.690,261.746,0.969733
0.700,261.903,0.970720
0.710,261.908,0.972268
0.720,261.948,0.971027
0.730,261.840,0.969173
0.740,261.843,0.971345
0.750,261.802,0.971110
0.760,261.748,0.968529
0.770,261.764,0.968743
0.780,261.704,0.967777
0.790,261.794,0.970429
0.800,261.714,0.966975
0.810,261.733,0.967152
0.820,261.654,0.967233
0.830,261.794,0.969571
0.840,261.745,0.967594
0.850,261.752,0.968942
0.860,261.737,0.965770
0.870,261.663,0.968272
0.880,261.799,0.967756
0.890,261.766,0.968007
0.900,261.786,0.969496
0.910,261.754,0.966884
0.920,261.661,0.967878
0.930,261.705,0.966155
0.940,261.608,0.965655
0.950,261.638,0.964535
0.960,261.616,0.963616
0.970,261.661,0.964290
0.980,261.617,0.965312
0.990,261.684,0.963957
1.000,261.556,0.963288
1.010,261.657,0.963189
1.020,261.632,0.963276
1.030,261.605,0.964133
1.040,261.628,0.961109
1.050,261.632,0.963611
1.060,261.682,0.963118
1.070,261.591,0.961563
1.080,261.657,0.961628
1.090,261.620,0.960185
1.100,261.666,0.961155
1.110,261.702,0.963221
1.120,261.682,0.958987
1.130,261.561,0.957448
1.140,261.661,0.959181
1.150,261.655,0.957436
1.160,261.535,0.958817
1.170,261.673,0.956040
1.180,261.527,0.957672
1.190,261.698,0.958879
1.200,261.549,0.954803
1.210,261.520,0.955483
1.220,261.565,0.957493
1.230,261.553,0.955369
1.240,261.583,0.959821
1.250,261.526,0.956166
1.260,261.578,0.957257
1.270,261.648,0.959695
1.280,261.809,0.959531
1.290,261.558,0.960090
1.300,261.759,0.960042
1.310,261.645,0.962006
1.320,261.932,0.963341
1.330,261.799,0.960946
1.340,261.843,0.962507
1.350,261.829,0.961749
1.360,261.863,0.963528
1.370,261.824,0.962155
1.380,261.778,0.961861
1.390,261.708,0.961112
1.400,261.820,0.963242
1.410,261.861,0.960546
1.420,261.745,0.962969
1.430,261.743,0.960233
1.440,261.695,0.963100
1.450,261.757,0.961705
1.460,261.753,0.961195
1.470,261.723,0.962759
1.480,261.763,0.962086
1.490,261.728,0.962501
1.500,261.771,0.963989
1.510,261.678,0.961230
1.520,261.658,0.961951
1.530,261.693,0.962881
1.540,261.845,0.964496
1.550,261.880,0.968063
1.560,261.980,0.966277
1.570,261.934,0.967681
1.580,262.012,0.969021
1.590,261.915,0.965067
1.600,261.970,0.967423
1.610,261.981,0.965567
1.620,262.038,0.968054
1.630,261.992,0.969253
1.640,262.085,0.967379
1.650,261.969,0.966900
1.660,262.102,0.968481
1.670,262.080,0.966817
1.680,262.111,0.968759
1.690,262.101,0.965700
1.700,262.143,0.968559
1.710,262.083,0.969765
1.720,262.097,0.967387
1.730,262.009,0.966608
1.740,262.144,0.967604
1.750,262.156,0.967328
1.760,262.124,0.969044
1.770,262.212,0.967026
1.780,262.181,0.968658
1.790,262.154,0.970414
1.800,262.093,0.966738
1.810,262.098,0.967589
1.820,262.162,0.967996
1.830,262.179,0.968538
1.840,262.137,0.969395
1.850,262.167,0.966538
1.860,262.174,0.969139
1.870,262.117,0.969815
1.880,262.057,0.967248
1.890,262.096,0.968490
1.900,262.095,0.967440
1.910,262.138,0.968902
1.920,262.084,0.970442
1.930,262.153,0.968142
1.940,262.145,0.969445
1.950,262.181,0.969595
1.960,262.057,0.967416
1.970,262.158,0.969879
1.980,262.112,0.968473
1.990,262.262,0.963060
2.000,262.657,0.938168
2.010,263.265,0.876839
2.020,263.161,0.794311
2.030,262.702,0.746811
2.040,264.355,0.717740
2.050,298.365,0.268591
2.060,303.626,0.322077
2.070,310.012,0.665661
2.080,309.371,0.892787
2.090,308.473,0.941171
2.100,308.319,0.943903
2.110,308.941,0.911994
2.120,310.815,0.882142
2.130,312.430,0.918847
2.140,311.230,0.924050
2.150,310.486,0.927128
2.160,310.083,0.924856
2.170,310.405,0.933553
2.180,310.655,0.933732
2.190,310.833,0.935205
2.200,311.198,0.947847
2.210,311.823,0.953588
2.220,311.837,0.955715
2.230,311.734,0.952645
2.240,311.543,0.955764
2.250,312.024,0.959244
2.260,311.975,0.961690
2.270,312.489,0.963028
2.280,312.095,0.966713
2.290,312.025,0.968843
2.300,311.935,0.969455
2.310,311.803,0.967271
2.320,311.515,0.964465
2.330,311.491,0.956846
2.340,311.065,0.959007
2.350,311.528,0.962708
2.360,311.385,0.962300
2.370,311.495,0.961431
2.380,311.249,0.963167
2.390,311.635,0.963710
2.400,311.304,0.965387
2.410,311.681,0.969978
2.420,311.566,0.971301
2.430,311.563,0.972010
2.440,311.661,0.970545
2.450,311.830,0.969841
2.460,311.711,0.971037
2.470,311.837,0.969770
2.480,311.969,0.971991
