time,frequency,confidence
0.000,745.367,0.827860
0.010,745.400,0.876893
0.020,745.318,0.893348
0.030,744.932,0.900469
0.040,744.996,0.899634
0.050,745.300,0.901008
0.060,745.463,0.899072
0.070,745.819,0.895906
0.080,745.816,0.895910
0.090,745.989,0.895036
0.100,745.945,0.896080
0.110,746.360,0.898728
0.120,746.274,0.901281
0.130,747.128,0.910011
0.140,747.636,0.911505
0.150,748.136,0.907408
0.160,748.954,0.882495
0.170,750.212,0.833720
0.180,751.420,0.536479
0.190,835.015,0.730618
0.200,835.033,0.783888
0.210,833.355,0.813508
0.220,831.744,0.847866
0.230,829.498,0.884874
0.240,826.260,0.905543
0.250,823.918,0.920516
0.260,824.620,0.920344
0.270,826.678,0.916965
0.280,827.885,0.914078
0.290,828.903,0.922320
0.300,830.258,0.938244
0.310,832.425,0.948964
0.320,834.325,0.946548
0.330,836.019,0.940416
0.340,836.928,0.938080
0.350,837.392,0.938963
0.360,837.309,0.945532
0.370,835.434,0.958174
0.380,833.529,0.962833
0.390,831.562,0.960294
0.400,829.335,0.940736
0.410,826.058,0.932667
0.420,823.298,0.922858
0.430,823.679,0.909951
0.440,825.663,0.916499
0.450,826.952,0.916243
0.460,827.314,0.918114
0.470,827.800,0.915247
0.480,829.664,0.931666
0.490,831.341,0.948474
0.500,833.642,0.953559
0.510,835.801,0.950710
0.520,837.189,0.938182
0.530,837.302,0.942420
0.540,837.020,0.948243
0.550,835.289,0.958537
0.560,833.763,0.962350
0.570,832.060,0.960560
0.580,830.609,0.948983
0.590,829.050,0.935310
0.600,827.396,0.915472
0.610,826.935,0.910063
0.620,828.781,0.920857
0.630,829.589,0.927101
0.640,829.336,0.899777
0.650,827.618,0.901381
0.660,826.411,0.913949
0.670,826.996,0.921101
0.680,827.957,0.922248
0.690,829.757,0.944168
0.700,831.629,0.957841
0.710,833.685,0.963468
0.720,835.152,0.960531
0.730,837.047,0.947819
0.740,838.263,0.927041
0.750,837.853,0.922573
0.760,837.598,0.917215
0.770,834.985,0.911665
0.780,834.527,0.889269
0.790,837.948,0.708671
0.800,634.947,0.377047
0.810,636.161,0.609136
0.820,639.710,0.664200
0.830,646.361,0.871071
0.840,650.851,0.921269
0.850,653.195,0.960100
0.860,654.773,0.967899
0.870,655.532,0.968582
0.880,655.901,0.968904
0.890,656.112,0.967389
0.900,656.365,0.966263
0.910,656.795,0.962572
0.920,657.058,0.961549
0.930,657.170,0.960839
0.940,656.902,0.963224
0.950,656.513,0.966562
0.960,655.838,0.969596
0.970,655.357,0.970912
0.980,654.672,0.971353
0.990,654.181,0.967286
1.000,654.373,0.952365
1.010,654.956,0.855462
1.020,553.100,0.747030
1.030,553.241,0.851725
1.040,554.015,0.873742
1.050,553.596,0.883642
1.060,552.763,0.887777
1.070,551.653,0.913245
1.080,551.611,0.914419
1.090,552.249,0.912304
1.100,552.356,0.917442
1.110,552.093,0.927579
1.120,552.108,0.928121
1.130,552.238,0.926255
1.140,552.459,0.920255
1.150,552.813,0.912892
1.160,553.312,0.922215
1.170,553.698,0.927452
1.180,554.050,0.931858
1.190,554.343,0.929611
1.200,554.536,0.934420
1.210,554.461,0.931271
1.220,554.315,0.934305
1.230,554.231,0.929997
1.240,554.383,0.935012
1.250,554.461,0.932816
1.260,554.546,0.933695
1.270,554.546,0.930807
1.280,554.756,0.933069
1.290,554.988,0.931880
1.300,555.307,0.932725
1.310,555.622,0.933366
1.320,555.747,0.935177
1.330,555.933,0.937242
1.340,555.909,0.938555
1.350,555.816,0.937944
1.360,555.464,0.939388
1.370,554.845,0.934208
1.380,553.934,0.914361
1.390,552.617,0.910038
1.400,552.650,0.926560
1.410,553.988,0.938358
