time,frequency,confidence
0.000,1009.574,0.808325
0.010,1009.353,0.843922
0.020,1009.495,0.796805
0.030,1005.949,0.773396
0.040,1000.331,0.615654
0.050,889.333,0.514295
0.060,886.909,0.833842
0.070,887.523,0.885387
0.080,888.717,0.909653
0.090,888.790,0.900989
0.100,886.440,0.915380
0.110,882.132,0.912104
0.120,880.024,0.858272
0.130,878.379,0.857152
0.140,876.530,0.845835
0.150,874.508,0.867775
0.160,872.571,0.911131
0.170,871.682,0.897126
0.180,844.220,0.567125
0.190,837.445,0.834327
0.200,839.302,0.842145
0.210,835.520,0.900419
0.220,832.431,0.942556
0.230,830.419,0.934918
0.240,830.889,0.931432
0.250,832.152,0.944596
0.260,832.265,0.945071
0.270,831.463,0.939523
0.280,832.555,0.946266
0.290,833.279,0.951917
0.300,832.108,0.952900
0.310,832.200,0.951952
0.320,832.455,0.948828
0.330,832.483,0.945345
0.340,833.179,0.944643
0.350,833.425,0.943786
0.360,833.547,0.943738
0.370,833.946,0.939816
0.380,834.632,0.938988
0.390,834.583,0.944250
0.400,834.588,0.946583
0.410,834.681,0.948624
0.420,834.575,0.951179
0.430,833.718,0.953663
0.440,833.337,0.946642
0.450,833.969,0.923104
0.460,836.995,0.890607
0.470,845.973,0.759213
0.480,876.830,0.875755
0.490,884.982,0.946484
0.500,885.902,0.952913
0.510,884.283,0.955057
0.520,881.401,0.953918
0.530,878.369,0.937820
0.540,875.296,0.940708
0.550,874.904,0.940321
0.560,875.389,0.941298
0.570,876.701,0.939692
0.580,878.908,0.952764
0.590,880.206,0.969442
0.600,881.087,0.974545
0.610,882.379,0.972961
0.620,885.243,0.959156
0.630,887.975,0.926577
0.640,887.657,0.930542
0.650,885.151,0.956865
0.660,884.506,0.964234
0.670,883.478,0.968633
0.680,883.161,0.965466
0.690,883.092,0.966145
0.700,882.464,0.967387
0.710,881.358,0.967228
0.720,880.555,0.965020
0.730,880.129,0.962357
0.740,880.588,0.953682
0.750,883.991,0.935787
0.760,889.204,0.900329
0.770,891.092,0.884058
0.780,888.624,0.932137
0.790,886.765,0.950284
0.800,884.071,0.958321
0.810,882.885,0.956517
0.820,882.928,0.941135
0.830,883.162,0.793156
0.840,517.560,0.499229
0.850,519.032,0.828097
0.860,519.776,0.904837
0.870,519.299,0.924671
0.880,518.945,0.938452
0.890,518.515,0.938263
0.900,518.293,0.937485
0.910,518.531,0.935852
0.920,519.216,0.929468
0.930,520.321,0.927120
0.940,520.765,0.925112
0.950,521.031,0.923698
0.960,521.313,0.926850
0.970,521.056,0.934500
0.980,521.447,0.932492
0.990,521.442,0.940723
1.000,521.701,0.941450
1.010,521.738,0.943839
1.020,522.127,0.940321
1.030,523.053,0.933156
1.040,524.416,0.937681
1.050,524.909,0.884087
1.060,525.275,0.722052
1.070,584.086,0.800307
1.080,586.076,0.935715
1.090,587.160,0.964789
1.100,588.372,0.969827
1.110,589.462,0.961689
1.120,590.417,0.953417
1.130,590.028,0.967605
1.140,590.059,0.968075
1.150,590.423,0.970767
