time,frequency,confidence
0.000,442.359,0.883225
0.010,441.530,0.928641
0.020,440.151,0.953254
0.030,440.586,0.973795
0.040,441.097,0.977353
0.050,441.658,0.977125
0.060,441.800,0.977436
0.070,441.848,0.977807
0.080,441.966,0.977234
0.090,441.898,0.977923
0.100,441.576,0.978176
0.110,440.878,0.975475
0.120,440.057,0.956874
0.130,439.960,0.946033
0.140,440.725,0.946728
0.150,443.203,0.914975
0.160,447.393,0.747327
0.170,486.290,0.619404
0.180,492.338,0.883790
0.190,494.690,0.951249
0.200,494.845,0.948965
0.210,495.302,0.953278
0.220,495.950,0.959867
0.230,496.126,0.962569
0.240,496.641,0.963603
0.250,496.195,0.970853
0.260,496.096,0.972523
0.270,495.816,0.973333
0.280,495.025,0.973830
0.290,494.589,0.970227
0.300,494.586,0.970188
0.310,494.622,0.961915
0.320,493.906,0.948549
0.330,493.938,0.950327
0.340,494.286,0.955862
0.350,494.858,0.969454
0.360,496.075,0.969433
0.370,497.501,0.963795
0.380,499.003,0.936077
0.390,500.659,0.948027
0.400,502.148,0.952925
0.410,503.528,0.945063
0.420,503.989,0.936346
0.430,503.651,0.940011
0.440,502.956,0.944041
0.450,501.797,0.947095
0.460,500.613,0.946167
0.470,499.561,0.934379
0.480,498.274,0.952284
0.490,497.060,0.969343
0.500,496.356,0.975261
0.510,495.957,0.977277
0.520,495.854,0.977728
0.530,496.197,0.976603
0.540,497.001,0.973091
0.550,498.077,0.960010
0.560,499.513,0.939469
0.570,501.061,0.955458
0.580,502.752,0.954353
0.590,504.211,0.941612
0.600,505.035,0.937059
0.610,504.995,0.935137
0.620,504.222,0.932756
0.630,503.113,0.943652
0.640,501.488,0.950934
0.650,499.660,0.936177
0.660,497.647,0.958505
0.670,495.969,0.972594
0.680,494.660,0.971348
0.690,493.388,0.955218
0.700,492.477,0.948527
0.710,493.431,0.957976
0.720,495.736,0.974957
0.730,498.484,0.947323
0.740,501.352,0.961391
0.750,503.681,0.947754
0.760,505.557,0.952082
0.770,506.914,0.955545
0.780,508.132,0.947947
0.790,508.415,0.936952
0.800,506.236,0.925453
0.810,503.211,0.941072
0.820,500.485,0.950151
0.830,498.213,0.954755
0.840,496.824,0.974275
0.850,495.661,0.979976
0.860,494.703,0.972694
0.870,493.188,0.937117
0.880,491.664,0.956784
0.890,492.721,0.943696
0.900,495.420,0.962682
0.910,497.848,0.956575
0.920,500.414,0.960786
0.930,502.744,0.961026
0.940,504.690,0.943689
0.950,506.720,0.954835
0.960,508.985,0.949959
0.970,509.495,0.938675
0.980,508.260,0.941223
0.990,506.123,0.916468
1.000,503.463,0.922761
1.010,500.603,0.934305
1.020,498.740,0.949266
1.030,498.200,0.962781
1.040,498.084,0.964475
1.050,498.081,0.963486
1.060,497.734,0.965784
1.070,496.932,0.966158
1.080,495.338,0.971873
1.090,494.006,0.972262
1.100,493.807,0.969187
1.110,494.828,0.971742
1.120,495.854,0.972224
1.130,495.669,0.973115
1.140,494.216,0.970584
1.150,493.445,0.959603
1.160,493.413,0.938163
1.170,492.729,0.822444
1.180,491.735,0.743295
1.190,492.547,0.777982
1.200,494.508,0.800027
1.210,495.627,0.506808
1.220,472.655,0.607322
1.230,473.482,0.656289
1.240,482.595,0.578126
1.250,323.075,0.168112
1.260,290.512,0.138485
1.270,285.938,0.311002
1.280,280.728,0.273475
1.290,271.151,0.268426
1.300,271.968,0.530282
1.310,271.627,0.442134
1.320,251.452,0.200864
1.330,250.680,0.549240
1.340,250.108,0.695031
1.350,250.005,0.876559
1.360,248.691,0.904238
1.370,248.057,0.946824
1.380,248.066,0.954233
1.390,247.762,0.955413
1.400,247.167,0.948911
1.410,246.893,0.949745
1.420,246.854,0.948845
1.430,246.684,0.945906
1.440,246.583,0.934113
1.450,245.896,0.955619
1.460,244.996,0.960690
1.470,244.604,0.949067
1.480,244.754,0.953916
1.490,244.595,0.949782
1.500,244.319,0.946778
1.510,244.444,0.954564
1.520,244.885,0.967166
1.530,245.258,0.966593
1.540,245.194,0.965589
1.550,244.994,0.961022
1.560,245.337,0.959974
1.570,245.593,0.957034
1.580,245.818,0.952481
1.590,245.819,0.950156
1.600,246.031,0.937920
1.610,246.179,0.935772
1.620,246.459,0.921167
1.630,246.372,0.929464
1.640,246.441,0.930205
1.650,246.390,0.933010
1.660,246.311,0.936252
1.670,245.990,0.949181
1.680,245.511,0.959585
1.690,245.199,0.965974
1.700,244.561,0.964412
1.710,244.197,0.951018
1.720,243.737,0.946795
1.730,244.196,0.949087
1.740,244.689,0.958634
1.750,245.550,0.948855
1.760,246.013,0.923778
1.770,246.720,0.924759
1.780,247.312,0.952033
1.790,247.536,0.958608
1.800,247.813,0.961005
1.810,247.667,0.957970
1.820,247.228,0.952264
1.830,246.402,0.933027
1.840,245.620,0.954881
1.850,244.717,0.959394
1.860,244.155,0.941503
1.870,243.420,0.960832
1.880,243.172,0.960831
1.890,243.147,0.959203
1.900,243.573,0.946213
1.910,243.800,0.937936
1.920,244.357,0.949186
1.930,245.214,0.954011
1.940,245.887,0.941583
1.950,246.751,0.919415
1.960,247.284,0.934603
1.970,248.030,0.936312
1.980,248.467,0.925762
1.990,248.542,0.924153
2.000,248.236,0.938588
2.010,247.724,0.945504
2.020,247.379,0.943522
2.030,246.895,0.931393
2.040,246.426,0.914547
2.050,245.573,0.949453
2.060,244.609,0.941325
2.070,243.904,0.910922
2.080,244.318,0.918834
2.090,244.626,0.940051
2.100,245.463,0.938697
