time,frequency,confidence
0.000,765.178,0.698662
0.010,770.677,0.807332
0.020,775.056,0.854847
0.030,782.060,0.884300
0.040,784.113,0.929565
0.050,784.120,0.942661
0.060,784.352,0.949004
0.070,783.150,0.942147
0.080,782.950,0.939160
0.090,782.279,0.931878
0.100,781.525,0.934684
0.110,781.237,0.941730
0.120,781.441,0.941711
0.130,781.803,0.938963
0.140,782.207,0.944440
0.150,782.591,0.950078
0.160,782.950,0.956649
0.170,783.506,0.960467
0.180,784.397,0.957579
0.190,785.475,0.953108
0.200,787.037,0.945505
0.210,786.736,0.946764
0.220,786.498,0.949135
0.230,786.091,0.957100
0.240,786.035,0.958389
0.250,785.913,0.955410
0.260,786.880,0.943850
0.270,787.055,0.927083
0.280,785.077,0.804441
0.290,782.576,0.109689
0.300,934.405,0.722097
0.310,937.954,0.907703
0.320,938.491,0.938396
0.330,937.966,0.948224
0.340,936.889,0.948215
0.350,935.698,0.953347
0.360,935.287,0.958461
0.370,934.915,0.962687
0.380,934.705,0.967511
0.390,934.566,0.971218
0.400,934.373,0.972170
0.410,934.465,0.972790
0.420,934.030,0.972535
0.430,933.323,0.970298
0.440,933.530,0.972097
0.450,933.624,0.973437
0.460,933.404,0.972967
0.470,933.611,0.973660
0.480,933.548,0.975315
0.490,933.242,0.974612
0.500,933.123,0.974474
0.510,933.468,0.975326
0.520,933.445,0.968864
0.530,933.763,0.972006
0.540,934.103,0.979029
0.550,934.587,0.981521
0.560,936.197,0.981107
0.570,936.719,0.978581
0.580,934.437,0.970878
0.590,933.339,0.964507
0.600,933.789,0.972809
0.610,934.650,0.979727
0.620,934.729,0.981941
0.630,934.477,0.981040
0.640,934.651,0.968989
0.650,933.712,0.936350
0.660,932.784,0.810305
0.670,931.454,0.162229
0.680,548.532,0.689256
0.690,552.411,0.843894
0.700,555.615,0.917062
0.710,556.649,0.930508
0.720,556.241,0.932325
0.730,554.928,0.924531
0.740,553.101,0.902419
0.750,551.689,0.931702
0.760,551.005,0.941296
0.770,550.653,0.947885
0.780,550.689,0.949554
0.790,550.682,0.949803
0.800,551.612,0.942208
0.810,552.733,0.921855
0.820,554.010,0.907787
0.830,556.256,0.905923
0.840,558.759,0.874800
0.850,560.551,0.868618
0.860,561.555,0.896791
0.870,560.893,0.893853
0.880,560.095,0.889577
0.890,559.512,0.908847
0.900,558.788,0.925393
0.910,558.034,0.936656
0.920,557.087,0.944176
0.930,556.620,0.949739
0.940,556.335,0.951760
0.950,556.489,0.954636
0.960,557.021,0.953647
0.970,556.739,0.950601
0.980,555.917,0.928631
0.990,554.304,0.869366
1.000,555.717,0.633915
1.010,435.707,0.566271
1.020,435.617,0.673844
1.030,436.172,0.496679
1.040,435.497,0.603645
1.050,434.668,0.716972
1.060,434.313,0.776864
1.070,435.815,0.836032
1.080,438.925,0.868373
1.090,440.095,0.940836
1.100,441.298,0.962330
1.110,442.931,0.952822
1.120,444.889,0.880042
1.130,449.271,0.782532
1.140,458.840,0.393999
1.150,493.067,0.870184
1.160,494.258,0.941821
1.170,495.901,0.960419
1.180,497.115,0.957556
1.190,497.834,0.954735
1.200,498.222,0.954606
1.210,499.175,0.920917
1.220,501.125,0.901256
1.230,504.373,0.675929
1.240,556.312,0.743900
1.250,561.608,0.912197
1.260,564.733,0.918680
1.270,565.342,0.929615
1.280,565.384,0.938944
1.290,565.414,0.940161
1.300,565.679,0.936816
1.310,565.733,0.936592
1.320,565.587,0.936845
1.330,565.515,0.937284
1.340,565.151,0.943840
1.350,564.683,0.946089
1.360,564.872,0.945277
1.370,565.465,0.942655
1.380,566.525,0.922367
1.390,567.717,0.938233
1.400,568.453,0.940943
1.410,568.104,0.932200
1.420,566.733,0.893061
1.430,567.564,0.881764
1.440,568.754,0.883562
1.450,568.870,0.902853
1.460,567.734,0.895378
1.470,566.440,0.883052
1.480,567.037,0.837744
1.490,569.400,0.727561
1.500,578.013,0.537871
1.510,652.838,0.861844
1.520,656.863,0.932518
1.530,659.547,0.943386
1.540,661.433,0.955582
1.550,662.674,0.958386
1.560,663.550,0.956077
1.570,664.178,0.951820
1.580,664.153,0.954195
1.590,663.691,0.957982
1.600,663.004,0.960581
1.610,662.306,0.964204
1.620,661.579,0.965569
1.630,660.656,0.966018
1.640,659.469,0.962394
1.650,659.023,0.955393
1.660,659.163,0.956615
1.670,659.530,0.957416
