time,frequency,confidence
0.000,554.936,0.846105
0.010,554.559,0.901339
0.020,554.511,0.917343
0.030,554.604,0.917968
0.040,554.694,0.918956
0.050,554.743,0.915886
0.060,554.815,0.917261
0.070,554.784,0.920200
0.080,554.894,0.926673
0.090,554.919,0.932766
0.100,554.938,0.932381
0.110,554.904,0.938200
0.120,555.306,0.944402
0.130,555.993,0.948129
0.140,557.074,0.948432
0.150,557.988,0.945067
0.160,558.626,0.922240
0.170,559.387,0.875746
0.180,559.562,0.853162
0.190,558.255,0.840953
0.200,555.150,0.859909
0.210,553.237,0.878318
0.220,553.200,0.898138
0.230,553.169,0.904358
0.240,553.526,0.909391
0.250,553.835,0.914310
0.260,553.874,0.912829
0.270,553.980,0.914150
0.280,554.031,0.912558
0.290,554.074,0.915042
0.300,554.043,0.912429
0.310,554.043,0.913806
0.320,553.931,0.910851
0.330,553.899,0.914090
0.340,553.846,0.912789
0.350,553.830,0.914508
0.360,553.721,0.913162
0.370,553.822,0.914623
0.380,553.837,0.914068
0.390,553.961,0.914795
0.400,553.978,0.914202
0.410,553.931,0.911517
0.420,553.909,0.912669
0.430,553.876,0.911231
0.440,553.891,0.914169
0.450,553.769,0.912039
0.460,553.798,0.913493
0.470,553.716,0.909796
0.480,553.678,0.911671
0.490,553.690,0.910267
0.500,553.771,0.912250
0.510,553.776,0.913629
0.520,553.919,0.918779
0.530,553.948,0.922118
0.540,554.088,0.926627
0.550,554.190,0.930536
0.560,554.019,0.930977
0.570,553.784,0.926622
0.580,553.809,0.915473
0.590,554.007,0.906291
0.600,553.922,0.877740
0.610,554.145,0.840284
0.620,553.471,0.851897
0.630,552.538,0.872573
0.640,552.383,0.885918
0.650,552.292,0.894224
0.660,552.679,0.895394
0.670,552.942,0.902036
0.680,552.971,0.902722
0.690,553.038,0.901696
0.700,553.094,0.903329
0.710,553.137,0.903007
0.720,553.224,0.906745
0.730,553.265,0.905268
0.740,553.347,0.908658
0.750,553.291,0.905875
0.760,553.363,0.907549
0.770,553.349,0.905299
0.780,553.338,0.907101
0.790,553.342,0.904360
0.800,553.322,0.905245
0.810,553.226,0.901913
0.820,553.359,0.904291
0.830,553.236,0.902854
0.840,553.167,0.903164
0.850,552.869,0.898241
0.860,552.733,0.895357
0.870,552.662,0.894609
0.880,552.538,0.892305
0.890,552.608,0.893556
0.900,552.486,0.892817
0.910,552.554,0.894052
0.920,552.469,0.893751
0.930,552.402,0.897101
0.940,552.054,0.901373
0.950,551.859,0.905321
0.960,551.595,0.907949
0.970,551.461,0.910800
0.980,551.556,0.908664
0.990,551.722,0.907987
1.000,552.027,0.903994
1.010,552.395,0.900573
1.020,552.716,0.898210
1.030,552.934,0.904711
1.040,553.041,0.904616
1.050,553.291,0.908778
1.060,553.285,0.907325
1.070,553.385,0.908528
1.080,553.323,0.906097
1.090,553.395,0.905176
1.100,553.491,0.907187
1.110,553.600,0.909559
1.120,553.846,0.919102
1.130,554.094,0.923341
1.140,554.220,0.929780
1.150,554.127,0.933421
1.160,554.128,0.931742
1.170,554.247,0.922995
1.180,554.269,0.898852
1.190,554.180,0.828388
1.200,553.479,0.751646
1.210,552.026,0.822609
1.220,550.571,0.891232
1.230,550.021,0.917977
1.240,550.045,0.921067
1.250,550.602,0.918303
1.260,550.804,0.914948
1.270,550.975,0.915740
1.280,551.149,0.912216
1.290,551.586,0.911015
