time,frequency,confidence
0.000,233.244,0.610265
0.010,235.671,0.741537
0.020,237.864,0.829329
0.030,239.643,0.899451
0.040,241.294,0.907433
0.050,242.529,0.939481
0.060,243.693,0.896599
0.070,245.239,0.921646
0.080,246.545,0.895982
0.090,247.654,0.930547
0.100,249.120,0.899862
0.110,250.552,0.929994
0.120,252.249,0.895080
0.130,254.132,0.925869
0.140,255.836,0.939355
0.150,257.178,0.942317
0.160,258.530,0.926392
0.170,259.739,0.932068
0.180,261.186,0.922705
0.190,262.543,0.944760
0.200,263.869,0.896583
0.210,265.295,0.947803
0.220,266.891,0.908933
0.230,268.527,0.953134
0.240,270.259,0.928357
0.250,272.174,0.944237
0.260,273.568,0.914437
0.270,274.759,0.936459
0.280,276.018,0.917643
0.290,277.140,0.898121
0.300,278.486,0.903976
0.310,280.290,0.879866
0.320,282.029,0.900030
0.330,283.735,0.921300
0.340,285.508,0.915258
0.350,287.057,0.924539
0.360,288.646,0.927684
0.370,290.000,0.902327
0.380,291.748,0.928933
0.390,293.181,0.902974
0.400,294.300,0.936477
0.410,295.687,0.927603
0.420,297.161,0.914457
0.430,298.639,0.934557
0.440,299.980,0.903415
0.450,301.281,0.943153
0.460,302.787,0.935360
0.470,304.396,0.946318
0.480,306.129,0.942590
0.490,307.891,0.937074
0.500,309.557,0.935141
0.510,310.951,0.927941
0.520,311.892,0.946776
0.530,313.010,0.937525
0.540,314.672,0.916885
0.550,316.376,0.923161
0.560,318.249,0.907087
0.570,319.925,0.920801
0.580,321.530,0.901189
0.590,322.889,0.937450
0.600,324.373,0.933990
0.610,325.866,0.938644
0.620,327.373,0.945415
0.630,328.752,0.915964
0.640,329.851,0.954390
0.650,330.984,0.955999
0.660,332.297,0.925818
0.670,333.754,0.941615
0.680,335.194,0.928889
0.690,336.658,0.902422
0.700,338.038,0.928271
0.710,339.679,0.913218
0.720,341.536,0.895141
0.730,343.523,0.898340
0.740,345.620,0.907032
0.750,346.995,0.898441
0.760,348.418,0.893266
0.770,349.719,0.928172
0.780,350.941,0.927711
0.790,352.193,0.898588
0.800,353.268,0.921223
0.810,354.463,0.929861
0.820,355.459,0.922226
0.830,356.917,0.920424
0.840,358.787,0.938111
0.850,360.416,0.913570
0.860,361.704,0.935574
0.870,363.289,0.924445
0.880,365.153,0.884560
0.890,367.430,0.901651
0.900,369.241,0.872571
0.910,370.754,0.909590
0.920,372.394,0.919715
0.930,373.924,0.909862
0.940,375.221,0.947407
0.950,376.700,0.953425
0.960,377.924,0.930042
0.970,379.460,0.952426
0.980,380.974,0.955495
0.990,382.248,0.926579
1.000,383.620,0.946910
1.010,384.952,0.948765
1.020,385.976,0.931868
1.030,386.128,0.929939
1.040,386.025,0.934132
1.050,385.841,0.938838
1.060,385.597,0.945363
1.070,385.239,0.949879
1.080,384.960,0.951962
1.090,384.863,0.951627
1.100,384.561,0.953124
1.110,384.398,0.955171
1.120,384.255,0.956506
1.130,384.005,0.955518
1.140,383.843,0.954515
1.150,383.392,0.948940
1.160,383.196,0.947729
1.170,383.044,0.946362
1.180,382.907,0.946548
1.190,382.654,0.941386
1.200,382.421,0.935893
1.210,382.078,0.938736
1.220,381.888,0.944947
1.230,381.809,0.948526
1.240,381.604,0.953307
1.250,381.398,0.958928
1.260,381.274,0.963834
1.270,380.959,0.966397
1.280,380.896,0.965382
1.290,380.674,0.971246
1.300,380.598,0.972080
1.310,380.351,0.974223
1.320,380.138,0.973089
1.330,380.053,0.972309
1.340,379.855,0.974196
1.350,379.749,0.974121
1.360,379.547,0.972836
1.370,379.335,0.969508
1.380,379.203,0.968322
1.390,378.922,0.966606
1.400,378.830,0.963998
1.410,378.725,0.960371
1.420,378.558,0.956554
1.430,378.342,0.951138
1.440,378.086,0.949825
1.450,377.992,0.951362
1.460,377.821,0.953107
1.470,377.750,0.957292
1.480,377.614,0.962102
1.490,377.429,0.966022
1.500,377.220,0.967268
1.510,377.024,0.969926
1.520,376.816,0.973217
1.530,376.527,0.974726
1.540,376.075,0.971770
1.550,375.427,0.943878
1.560,374.234,0.835736
1.570,372.339,0.595038
1.580,370.710,0.561228
