time,frequency,confidence
0.000,315.150,0.732053
0.010,316.013,0.876200
0.020,315.741,0.913139
0.030,314.260,0.890586
0.040,312.806,0.930207
0.050,311.352,0.933963
0.060,309.669,0.941425
0.070,307.824,0.945197
0.080,305.663,0.949741
0.090,303.623,0.911509
0.100,301.089,0.918963
0.110,299.169,0.915987
0.120,297.520,0.917533
0.130,295.526,0.922834
0.140,293.762,0.917008
0.150,291.989,0.923716
0.160,290.089,0.909968
0.170,288.127,0.934799
0.180,286.041,0.918863
0.190,283.946,0.945502
0.200,281.470,0.919879
0.210,279.147,0.902460
0.220,277.325,0.914888
0.230,275.935,0.910722
0.240,274.120,0.925799
0.250,272.204,0.934126
0.260,270.180,0.925275
0.270,267.943,0.946164
0.280,266.015,0.941051
0.290,263.898,0.905491
0.300,262.167,0.952798
0.310,260.509,0.926768
0.320,258.631,0.929142
0.330,256.567,0.941847
0.340,254.564,0.914603
0.350,252.337,0.887080
0.360,250.175,0.916866
0.370,248.353,0.918504
0.380,246.737,0.893889
0.390,245.215,0.931061
0.400,243.550,0.922579
0.410,241.584,0.940443
0.420,239.655,0.931665
0.430,237.736,0.890253
0.440,235.324,0.870425
0.450,233.758,0.912538
0.460,231.969,0.882542
0.470,229.298,0.883247
0.480,226.853,0.885333
0.490,224.941,0.899630
0.500,223.045,0.924199
0.510,221.022,0.914460
0.520,219.377,0.873455
0.530,217.568,0.901235
0.540,215.892,0.904755
0.550,214.258,0.858234
0.560,211.827,0.888807
0.570,209.333,0.907009
0.580,207.388,0.897872
0.590,205.662,0.924772
0.600,203.780,0.921466
0.610,201.717,0.894699
0.620,199.775,0.883011
0.630,197.941,0.874370
0.640,196.202,0.925957
0.650,194.401,0.908778
0.660,192.245,0.873993
0.670,190.011,0.888165
0.680,187.642,0.904778
0.690,185.815,0.926408
0.700,184.077,0.901381
0.710,182.273,0.858403
0.720,179.928,0.887454
0.730,177.642,0.915368
0.740,175.915,0.904412
0.750,174.562,0.910735
0.760,172.938,0.916273
0.770,171.140,0.898684
0.780,168.712,0.893102
0.790,166.554,0.920114
0.800,164.897,0.933311
0.810,163.130,0.930687
0.820,160.872,0.923756
0.830,159.053,0.915498
0.840,156.966,0.913578
0.850,155.459,0.915617
0.860,153.349,0.883824
0.870,150.959,0.904363
0.880,148.590,0.894971
0.890,146.866,0.932664
0.900,145.128,0.905733
