time,frequency,confidence
0.000,55.686,0.066963
0.010,55.693,0.639919
0.020,55.874,0.479903
0.030,57.848,0.860233
0.040,58.041,0.886280
0.050,58.305,0.855106
0.060,58.580,0.899141
0.070,58.942,0.826519
0.080,59.265,0.885440
0.090,59.649,0.888230
0.100,59.994,0.866724
0.110,60.452,0.883377
0.120,60.838,0.850131
0.130,61.125,0.898471
0.140,61.368,0.909743
0.150,61.642,0.931950
0.160,61.812,0.955983
0.170,62.075,0.944101
0.180,62.292,0.940080
0.190,62.611,0.939520
0.200,62.909,0.918839
0.210,63.109,0.927880
0.220,63.473,0.925376
0.230,63.815,0.906528
0.240,64.209,0.931700
0.250,64.577,0.913250
0.260,64.915,0.919460
0.270,65.251,0.934779
0.280,65.389,0.937172
0.290,65.428,0.938910
0.300,65.834,0.917456
0.310,66.132,0.884389
0.320,66.319,0.848960
0.330,66.854,0.817112
0.340,67.227,0.873722
0.350,67.710,0.774261
0.360,68.033,0.794286
0.370,68.270,0.813890
0.380,68.688,0.841968
0.390,68.841,0.872784
0.400,69.093,0.899844
0.410,69.288,0.934325
0.420,69.470,0.904872
0.430,69.763,0.895957
0.440,70.087,0.865356
0.450,70.305,0.852781
0.460,70.858,0.799715
0.470,71.425,0.781901
0.480,71.958,0.810262
0.490,72.267,0.759033
0.500,72.441,0.817821
0.510,72.750,0.881976
0.520,72.976,0.908607
0.530,73.181,0.890285
0.540,73.404,0.935737
0.550,73.625,0.946805
0.560,73.918,0.924220
0.570,74.144,0.879524
0.580,74.525,0.903035
0.590,74.915,0.881405
0.600,75.321,0.920450
0.610,75.564,0.926875
0.620,75.913,0.916646
0.630,76.364,0.917243
0.640,76.593,0.906617
0.650,76.901,0.898010
0.660,77.341,0.920836
0.670,77.661,0.951457
0.680,77.840,0.963254
0.690,78.121,0.950756
0.700,78.254,0.951503
0.710,78.435,0.948067
0.720,78.766,0.891522
0.730,79.197,0.879374
0.740,79.431,0.884719
0.750,79.622,0.875373
0.760,80.032,0.896288
0.770,80.345,0.883566
0.780,80.671,0.909039
0.790,81.028,0.903644
0.800,81.407,0.918996
0.810,81.614,0.935789
0.820,81.985,0.934118
0.830,82.254,0.946396
0.840,82.554,0.960009
0.850,82.772,0.960283
0.860,82.935,0.955236
0.870,83.184,0.938446
0.880,83.555,0.922561
0.890,83.699,0.922974
0.900,84.248,0.914461
0.910,84.577,0.924395
0.920,84.790,0.915342
0.930,85.247,0.900252
0.940,85.634,0.907464
0.950,85.858,0.919821
0.960,86.303,0.913109
0.970,86.570,0.933080
0.980,86.828,0.933524
0.990,87.046,0.928584
1.000,87.258,0.928791
1.010,87.986,0.830410
1.020,89.218,0.534769
1.030,46.515,0.282422
1.040,96.008,0.262101
1.050,98.943,0.394891
1.060,102.330,0.721502
1.070,104.880,0.569610
1.080,108.630,0.599895
1.090,111.820,0.551823
1.100,116.128,0.852271
1.110,118.933,0.844954
1.120,121.697,0.825783
1.130,124.651,0.803874
1.140,128.896,0.793170
1.150,131.953,0.885824
1.160,134.817,0.891562
1.170,138.193,0.874907
1.180,141.508,0.756931
1.190,144.828,0.716331
1.200,148.000,0.804265
1.210,150.864,0.790940
1.220,155.245,0.818116
