time,frequency,confidence
0.000,182.664,0.548683
0.010,183.528,0.728201
0.020,183.362,0.827273
0.030,182.872,0.856361
0.040,181.503,0.862176
0.050,179.840,0.878603
0.060,178.348,0.861877
0.070,177.072,0.892350
0.080,176.062,0.881546
0.090,175.068,0.906207
0.100,174.112,0.887740
0.110,172.980,0.906025
0.120,171.532,0.899865
0.130,170.142,0.881267
0.140,168.522,0.886190
0.150,167.088,0.927226
0.160,166.020,0.932257
0.170,165.056,0.944062
0.180,163.961,0.923750
0.190,162.662,0.907065
0.200,161.281,0.918601
0.210,159.818,0.925684
0.220,158.519,0.919286
0.230,157.146,0.912794
0.240,156.003,0.924420
0.250,155.060,0.900593
0.260,153.534,0.874573
0.270,152.045,0.875005
0.280,150.450,0.891006
0.290,148.999,0.895984
0.300,147.658,0.936101
0.310,146.709,0.929944
0.320,145.794,0.924851
0.330,144.621,0.862246
0.340,142.669,0.851021
0.350,141.146,0.858125
0.360,139.511,0.890351
0.370,138.366,0.916625
0.380,137.286,0.914761
0.390,136.184,0.890805
0.400,134.665,0.910944
0.410,133.527,0.907534
0.420,132.324,0.905844
0.430,130.985,0.929508
0.440,129.638,0.902980
0.450,128.138,0.900839
0.460,126.594,0.886511
0.470,125.155,0.891198
0.480,124.026,0.936089
0.490,123.169,0.910337
0.500,121.916,0.905508
0.510,120.400,0.894871
0.520,118.876,0.902643
0.530,117.525,0.901728
0.540,116.583,0.939410
0.550,115.658,0.926868
0.560,114.297,0.876656
0.570,112.680,0.832152
0.580,111.267,0.860904
0.590,110.193,0.922890
0.600,109.082,0.911032
0.610,107.995,0.886472
0.620,106.685,0.850098
0.630,104.875,0.818259
0.640,103.648,0.869694
0.650,102.410,0.858357
0.660,101.074,0.878134
0.670,99.659,0.879035
0.680,98.462,0.927059
0.690,97.570,0.908620
0.700,96.368,0.900263
0.710,94.865,0.884919
0.720,93.369,0.836857
0.730,92.129,0.837991
0.740,90.635,0.845471
0.750,89.190,0.872566
0.760,87.827,0.905748
0.770,86.880,0.923255
0.780,86.012,0.899408
0.790,84.401,0.892827
0.800,82.994,0.903839
0.810,81.879,0.878669
0.820,80.631,0.877587
0.830,79.561,0.861190
0.840,78.093,0.916269
0.850,76.908,0.858585
0.860,75.653,0.755369
0.870,74.243,0.611426
0.880,72.972,0.694384
0.890,71.789,0.521323
0.900,69.986,0.581456
0.910,68.695,0.660465
0.920,67.909,0.428029
0.930,33.265,0.422226
0.940,64.773,0.671726
0.950,63.540,0.840310
0.960,62.270,0.803752
0.970,61.182,0.785801
0.980,59.694,0.777415
0.990,58.338,0.449874
1.000,56.586,0.360155
1.010,56.386,0.746789
1.020,56.378,0.704693
1.030,57.536,0.114511
1.040,58.499,0.116618
1.050,62.031,0.143817
1.060,32.932,0.331847
1.070,33.834,0.597889
1.080,34.795,0.664709
1.090,35.639,0.547349
1.100,36.893,0.331170
1.110,76.987,0.283625
1.120,39.113,0.388183
1.130,80.592,0.661232
1.140,82.514,0.839522
1.150,85.394,0.711327
1.160,87.364,0.709997
1.170,89.255,0.771017
1.180,91.867,0.792731
1.190,94.744,0.797288
1.200,96.689,0.836468
1.210,98.426,0.813170
1.220,101.006,0.833228
1.230,102.936,0.898848
1.240,104.951,0.845286
1.250,107.452,0.849345
1.260,109.660,0.840531
1.270,111.757,0.738640
1.280,115.493,0.813602
1.290,117.272,0.865318
1.300,119.216,0.863141
1.310,120.507,0.868777
1.320,122.275,0.845003
1.330,124.778,0.882205
1.340,126.176,0.894087
1.350,129.184,0.809184
1.360,132.162,0.899991
1.370,134.425,0.926421
1.380,136.769,0.901764
1.390,138.538,0.891937
1.400,141.112,0.762402
1.410,143.674,0.777424
1.420,146.080,0.714634
1.430,147.987,0.777872
1.440,149.935,0.504613
1.450,151.830,0.711799
1.460,154.607,0.770204
1.470,156.360,0.821398
1.480,159.125,0.796742
1.490,162.721,0.729950
1.500,164.962,0.765257
1.510,166.033,0.857157
1.520,167.214,0.846568
1.530,168.952,0.803673
1.540,171.506,0.736798
1.550,173.498,0.646498
1.560,348.250,0.342120
1.570,349.029,0.110033
1.580,1449.526,0.094785
1.590,1445.145,0.072241
1.600,1322.445,0.045912
1.610,1345.771,0.054193
1.620,190.554,0.071693
