time,frequency,confidence
0.000,338.271,0.823139
0.010,339.178,0.901305
0.020,339.444,0.914855
0.030,339.847,0.909862
0.040,339.851,0.911681
0.050,339.602,0.911187
0.060,339.543,0.908471
0.070,339.408,0.916377
0.080,339.402,0.920935
0.090,339.346,0.920568
0.100,339.096,0.921154
0.110,338.974,0.919867
0.120,338.946,0.922852
0.130,338.971,0.925206
0.140,338.900,0.925962
0.150,338.497,0.926861
0.160,338.423,0.925138
0.170,338.344,0.925674
0.180,338.344,0.927558
0.190,338.460,0.929593
0.200,338.141,0.927493
0.210,337.800,0.925181
0.220,337.726,0.927079
0.230,337.714,0.922823
0.240,337.696,0.921738
0.250,337.683,0.923303
0.260,337.676,0.923255
0.270,337.221,0.919291
0.280,336.927,0.914404
0.290,337.061,0.914014
0.300,337.063,0.911749
0.310,336.832,0.903699
0.320,336.925,0.907465
0.330,336.927,0.909700
0.340,336.577,0.902240
0.350,335.987,0.910375
0.360,335.964,0.912216
0.370,336.043,0.903856
0.380,336.137,0.895062
0.390,335.718,0.910860
0.400,335.666,0.912514
0.410,335.681,0.910419
0.420,335.725,0.910317
0.430,335.548,0.919119
0.440,335.074,0.929777
0.450,334.842,0.936250
0.460,334.816,0.938222
0.470,334.980,0.933750
0.480,334.996,0.929958
0.490,334.788,0.930179
0.500,334.669,0.931433
0.510,334.609,0.934490
0.520,334.411,0.937045
0.530,334.309,0.933215
0.540,334.418,0.933579
0.550,334.636,0.933302
0.560,334.390,0.936845
0.570,333.942,0.937542
0.580,333.803,0.936167
0.590,333.717,0.939573
0.600,333.804,0.947568
0.610,333.673,0.951085
0.620,333.548,0.950643
0.630,333.522,0.947813
0.640,333.392,0.945683
0.650,333.391,0.943608
0.660,333.582,0.947412
0.670,333.455,0.947048
0.680,333.268,0.946140
0.690,333.144,0.944536
0.700,332.947,0.937998
0.710,332.716,0.930806
0.720,332.662,0.928366
0.730,332.514,0.928752
0.740,332.327,0.935915
0.750,332.332,0.935795
0.760,332.220,0.939800
0.770,332.063,0.943240
0.780,332.204,0.937423
0.790,332.236,0.935200
0.800,332.239,0.933820
0.810,332.271,0.931479
0.820,332.035,0.943063
0.830,331.830,0.950447
0.840,331.638,0.955204
0.850,331.351,0.961076
0.860,331.186,0.963175
0.870,331.112,0.960739
0.880,330.892,0.962455
0.890,330.770,0.963296
0.900,330.799,0.961829
0.910,330.803,0.961598
0.920,330.847,0.961216
0.930,330.788,0.963790
0.940,330.639,0.965207
0.950,330.653,0.965945
0.960,330.564,0.968488
0.970,330.410,0.972772
0.980,330.359,0.976304
0.990,330.320,0.975187
1.000,330.234,0.976664
1.010,329.829,0.971671
1.020,328.812,0.941614
1.030,326.993,0.962818
1.040,324.553,0.948342
1.050,322.120,0.953179
1.060,319.456,0.948446
1.070,316.425,0.940822
1.080,313.742,0.940215
1.090,311.493,0.961480
1.100,308.989,0.968863
1.110,306.236,0.959920
1.120,303.797,0.954055
1.130,301.187,0.953680
1.140,298.664,0.958164
1.150,295.850,0.961265
1.160,293.075,0.923975
1.170,290.477,0.947874
1.180,287.850,0.954903
1.190,285.447,0.960495
1.200,282.422,0.924823
1.210,279.201,0.919446
1.220,276.570,0.931431
1.230,274.731,0.953474
1.240,272.232,0.931334
1.250,269.404,0.952142
1.260,266.470,0.941433
1.270,263.275,0.943672
1.280,261.137,0.931679
1.290,258.905,0.943916
1.300,256.480,0.953415
1.310,253.907,0.948290
1.320,251.481,0.929034
1.330,248.422,0.924698
1.340,245.650,0.941264
1.350,243.801,0.924595
1.360,241.655,0.929466
1.370,238.826,0.862368
1.380,235.119,0.826523
1.390,231.461,0.833818
1.400,229.015,0.889099
1.410,226.933,0.885150
1.420,224.447,0.896161
1.430,222.034,0.904410
1.440,219.252,0.909179
1.450,216.961,0.898190
1.460,213.821,0.826993
1.470,210.479,0.869087
1.480,208.541,0.895761
1.490,206.814,0.839469
1.500,205.089,0.793448
1.510,202.734,0.645338
1.520,198.612,0.659775
1.530,195.527,0.738377
1.540,194.415,0.824979
1.550,194.196,0.706648
1.560,194.854,0.202094
1.570,1906.932,0.088016
1.580,1454.427,0.117281
1.590,1440.637,0.156687
1.600,1426.626,0.094867
1.610,174.607,0.072610
1.620,170.490,0.160319
1.630,168.494,0.327279
1.640,166.167,0.491086
1.650,163.992,0.398953
1.660,161.143,0.383024
1.670,158.170,0.485520
1.680,155.683,0.606193
1.690,153.618,0.667874
1.700,150.832,0.705044
1.710,147.905,0.773721
1.720,145.404,0.736279
1.730,142.958,0.681143
1.740,139.456,0.772885
1.750,136.672,0.839258
1.760,134.499,0.906394
1.770,132.054,0.838958
1.780,128.803,0.730907
1.790,126.058,0.782352
1.800,123.963,0.845034
