time,frequency,confidence
0.000,218.243,0.616086
0.010,219.721,0.841612
0.020,220.908,0.932945
0.030,222.431,0.931848
0.040,223.859,0.925315
0.050,225.363,0.921174
0.060,227.200,0.878423
0.070,229.295,0.883587
0.080,231.345,0.895422
0.090,232.927,0.900496
0.100,234.138,0.926476
0.110,235.550,0.859139
0.120,237.259,0.900621
0.130,238.972,0.904447
0.140,240.619,0.881603
0.150,242.199,0.932369
0.160,243.580,0.906690
0.170,244.967,0.917795
0.180,246.141,0.892208
0.190,247.359,0.921646
0.200,248.659,0.901573
0.210,250.166,0.930105
0.220,252.199,0.890237
0.230,254.058,0.933550
0.240,255.635,0.931608
0.250,257.148,0.942029
0.260,258.494,0.925357
0.270,259.875,0.927651
0.280,261.334,0.930308
0.290,262.799,0.938563
0.300,264.269,0.913514
0.310,265.784,0.942659
0.320,267.329,0.925515
0.330,269.015,0.951271
0.340,270.798,0.929243
0.350,272.429,0.943532
0.360,273.966,0.925268
0.370,275.259,0.935781
0.380,276.512,0.892087
0.390,277.674,0.910301
0.400,279.221,0.878676
0.410,281.252,0.901420
0.420,283.073,0.903387
0.430,284.767,0.940163
0.440,286.528,0.913874
0.450,288.218,0.933238
0.460,289.731,0.894236
0.470,291.151,0.931496
0.480,292.675,0.904807
0.490,293.995,0.934313
0.500,295.288,0.936803
0.510,296.881,0.898162
0.520,298.345,0.929209
0.530,299.739,0.908555
0.540,301.056,0.933793
0.550,302.577,0.929800
0.560,304.232,0.939433
0.570,306.028,0.945468
0.580,307.702,0.937388
0.590,309.446,0.940425
0.600,311.005,0.934931
0.610,312.006,0.947060
0.620,313.275,0.932480
0.630,314.893,0.922019
0.640,316.781,0.909689
0.650,318.500,0.915278
0.660,320.357,0.919056
0.670,321.981,0.916745
0.680,323.449,0.940508
0.690,324.804,0.919879
0.700,326.106,0.944204
0.710,327.757,0.943064
0.720,329.307,0.939012
0.730,330.410,0.955820
0.740,331.455,0.944056
0.750,332.710,0.915939
0.760,334.190,0.936267
0.770,336.138,0.906530
0.780,337.712,0.928083
0.790,339.113,0.918215
0.800,340.810,0.884315
0.810,343.088,0.908609
0.820,345.092,0.892017
0.830,346.660,0.905486
0.840,348.266,0.888669
0.850,349.364,0.925097
0.860,350.744,0.930083
0.870,351.987,0.911753
0.880,353.251,0.925090
0.890,354.243,0.935164
0.900,355.596,0.923951
0.910,357.018,0.927755
0.920,358.677,0.945082
0.930,360.439,0.919407
0.940,361.995,0.946937
0.950,363.507,0.932586
0.960,365.965,0.919658
0.970,367.955,0.907560
0.980,369.692,0.899894
0.990,371.225,0.926930
1.000,372.852,0.915578
1.010,373.492,0.901256
1.020,373.142,0.918855
1.030,371.655,0.942687
1.040,369.376,0.913010
1.050,366.642,0.941612
1.060,363.123,0.940674
1.070,359.880,0.930276
1.080,356.972,0.943238
1.090,354.542,0.965584
1.100,352.027,0.942686
1.110,349.863,0.964744
1.120,347.737,0.943279
1.130,345.137,0.951872
1.140,341.843,0.954745
1.150,338.835,0.951164
1.160,336.027,0.946015
1.170,333.407,0.951691
1.180,330.738,0.970505
1.190,328.207,0.955419
1.200,325.394,0.946128
1.210,322.901,0.963571
1.220,320.208,0.940323
1.230,317.114,0.928528
1.240,314.227,0.931253
1.250,311.641,0.964181
1.260,308.916,0.968654
1.270,306.313,0.968071
1.280,303.850,0.962558
1.290,301.370,0.960121
1.300,298.705,0.956975
1.310,295.619,0.956057
1.320,292.633,0.923326
1.330,290.142,0.917175
1.340,287.283,0.938743
1.350,284.789,0.966061
1.360,281.310,0.935767
1.370,278.234,0.928204
1.380,276.210,0.904283
1.390,274.064,0.905670
1.400,271.079,0.884648
1.410,267.879,0.918579
1.420,264.183,0.874196
1.430,261.518,0.931457
1.440,259.674,0.925872
1.450,257.317,0.926841
1.460,254.958,0.906194
1.470,251.992,0.902985
1.480,249.206,0.887921
1.490,246.364,0.918228
1.500,244.595,0.931168
1.510,242.192,0.889156
1.520,239.290,0.859127
1.530,236.015,0.716765
1.540,231.710,0.693194
1.550,229.508,0.581194
1.560,229.904,0.438200
1.570,230.895,0.143626
1.580,582.922,0.066546
1.590,217.230,0.089149
1.600,1714.665,0.079744
1.610,211.116,0.096912
1.620,208.829,0.213839
1.630,206.862,0.323139
1.640,204.719,0.478886
1.650,202.653,0.441595
1.660,199.664,0.372673
1.670,196.444,0.464489
1.680,193.708,0.593020
1.690,191.445,0.630882
1.700,188.129,0.769417
1.710,185.226,0.779599
1.720,182.287,0.791953
1.730,179.794,0.810643
1.740,177.094,0.864010
1.750,174.576,0.858399
1.760,172.254,0.812299
1.770,169.254,0.810446
1.780,166.327,0.857178
1.790,164.018,0.852736
1.800,161.080,0.814164
1.810,158.097,0.743076
1.820,155.175,0.775926
1.830,152.745,0.839600
1.840,149.311,0.831087
1.850,146.977,0.851292
1.860,144.217,0.779097
1.870,140.973,0.815712
1.880,138.151,0.865734
1.890,135.530,0.921039
1.900,132.748,0.912062
1.910,129.831,0.836183
1.920,126.716,0.858693
1.930,124.179,0.903883
1.940,121.594,0.896270
1.950,118.883,0.893697
1.960,116.199,0.880675
1.970,113.935,0.808877
1.980,110.698,0.775504
1.990,107.848,0.680285
2.000,104.711,0.597990
2.010,102.157,0.587626
2.020,99.445,0.764385
2.030,98.162,0.911258
2.040,97.794,0.925009
2.050,98.017,0.936752
2.060,98.901,0.876360
2.070,100.045,0.886374
2.080,101.075,0.907030
2.090,102.073,0.901099
2.100,103.101,0.904263
2.110,103.881,0.911831
2.120,104.912,0.830471
2.130,106.261,0.827448
2.140,107.582,0.837246
2.150,108.481,0.897840
2.160,109.471,0.918393
2.170,110.201,0.941551
2.180,111.070,0.874020
2.190,112.300,0.839063
2.200,113.749,0.866777
2.210,114.772,0.896063
2.220,115.840,0.940954
2.230,116.693,0.951939
2.240,117.442,0.928445
2.250,118.386,0.916490
2.260,119.269,0.911019
2.270,120.720,0.916276
2.280,121.549,0.904984
2.290,122.491,0.926790
2.300,123.295,0.929863
2.310,124.160,0.928285
2.320,125.178,0.898473
2.330,126.384,0.894524
2.340,127.520,0.887823
2.350,128.757,0.894294
2.360,129.979,0.896624
2.370,130.965,0.938970
2.380,131.963,0.926157
2.390,132.735,0.928603
2.400,133.758,0.938566
2.410,134.931,0.919279
2.420,135.978,0.917665
2.430,137.215,0.906698
2.440,138.143,0.907813
2.450,138.764,0.931739
2.460,139.758,0.874525
2.470,141.061,0.893442
2.480,142.280,0.913828
2.490,143.854,0.889472
2.500,144.938,0.909523
2.510,145.806,0.939719
