time,frequency,confidence
0.000,133.990,0.611079
0.010,134.536,0.859313
0.020,134.807,0.902206
0.030,135.138,0.896294
0.040,134.530,0.927004
0.050,134.072,0.936366
0.060,133.491,0.915410
0.070,132.856,0.917008
0.080,132.176,0.909146
0.090,131.681,0.932846
0.100,131.150,0.929845
0.110,130.585,0.906622
0.120,129.921,0.908913
0.130,129.234,0.895117
0.140,128.545,0.901838
0.150,127.707,0.892822
0.160,126.973,0.901724
0.170,126.258,0.880049
0.180,125.532,0.899187
0.190,125.031,0.895971
0.200,124.475,0.903889
0.210,123.934,0.931445
0.220,123.490,0.932267
0.230,123.043,0.911209
0.240,122.611,0.928378
0.250,121.886,0.904588
0.260,121.137,0.917055
0.270,120.574,0.897860
0.280,119.935,0.903771
0.290,119.217,0.911541
0.300,118.444,0.919619
0.310,117.754,0.908748
0.320,117.167,0.932458
0.330,116.801,0.945050
0.340,116.287,0.931359
0.350,115.791,0.941972
0.360,115.329,0.926990
0.370,114.620,0.891466
0.380,114.128,0.887318
0.390,113.566,0.843103
0.400,112.849,0.837550
0.410,112.189,0.841109
0.420,111.522,0.867348
0.430,110.954,0.875267
0.440,110.379,0.929981
0.450,109.774,0.910787
0.460,109.328,0.922694
0.470,108.772,0.915459
0.480,108.123,0.886525
0.490,107.601,0.896099
0.500,107.010,0.865124
0.510,106.082,0.829944
0.520,105.172,0.844193
0.530,104.396,0.892622
0.540,103.909,0.902953
0.550,103.508,0.884926
0.560,103.043,0.908799
0.570,102.324,0.894329
0.580,101.816,0.920959
0.590,101.304,0.902880
0.600,100.640,0.913896
0.610,99.803,0.880884
0.620,99.045,0.861991
0.630,98.495,0.929671
0.640,98.108,0.934858
0.650,97.736,0.909472
0.660,97.213,0.921443
0.670,96.654,0.899172
0.680,95.959,0.919458
0.690,95.186,0.919679
0.700,94.519,0.887353
0.710,93.812,0.905462
0.720,93.137,0.891118
0.730,92.557,0.901203
0.740,91.833,0.874970
0.750,91.177,0.825421
0.760,90.507,0.858166
0.770,89.837,0.903282
0.780,89.192,0.887953
0.790,88.598,0.914164
0.800,88.017,0.901039
0.810,87.618,0.927398
0.820,87.128,0.930334
0.830,86.560,0.925008
0.840,85.994,0.927307
0.850,85.284,0.930143
0.860,84.566,0.938150
0.870,83.993,0.922971
0.880,83.256,0.931061
0.890,82.736,0.954917
0.900,82.232,0.933942
0.910,81.465,0.919649
0.920,81.208,0.875491
0.930,80.370,0.861730
0.940,79.847,0.872583
0.950,79.197,0.865842
0.960,78.549,0.900581
0.970,78.209,0.940851
0.980,77.657,0.931495
0.990,76.942,0.901442
1.000,76.368,0.914148
1.010,76.192,0.904212
1.020,76.304,0.895878
1.030,76.759,0.877694
1.040,77.529,0.884715
1.050,78.304,0.856241
1.060,79.072,0.816136
1.070,79.914,0.824384
1.080,81.031,0.856379
1.090,81.864,0.917032
1.100,82.732,0.941181
